Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
R9BRGJCW,thesis,2015,"AlHazme, Raed H.",Utilization of health information technology systems in Quality Improvement Methodologies at healthcare organizations in the United States: A retrospective study,,,,,https://www.proquest.com/docview/1787189057?pq-origsite=primo,"Quality improvement in healthcare has been one of the key challenges in the United States for decades now. To overcome those challenge, healthcare organizations have employed many of the common Quality Improvement Methodologies (QIMs). Those methodologies and others have been some of the most effective tools for quality improvement in many other industries, including manufacturing and supply chain. However, it is unclear as to how QIMs are utilized in healthcare settings and if the QIM implementations can benefit from the commonly implemented Health Information Technologies (HITs). This study evaluates the hypothesis of whether or not QIMs are implemented using HIT systems in hospitals and practices in the United States. This involves evaluating the types of implemented QIMs as well as investigating the outcomes of the employed methodologies in terms of efficiency, throughput and financial impact. Moreover, the study forms an understanding on how the different HITs that exist in many healthcare settings are used as part of QIMs. The study also assesses the obstacles that prevent hospitals and practices from utilizing HITs in QIMs. To conduct the study, two datasets have been obtained, which are the Dorenfest Institute dataset and the Healthcare Information and Management Systems Society (HIMSS) Analytics data source. In addition, a survey has been conducted to collect data about how healthcare settings in the United States have been utilizing QIMs in the last ten years. Finally, the allocated and collected data have been analyzed and the results have been presented and discussed.",2015,5/22/25 18:31,5/22/25 18:31,5/22/25 18:31,,,,,,,Utilization of health information technology systems in Quality Improvement Methodologies at healthcare organizations in the United States,,,,,ProQuest Dissertations & Theses,,eng,,,,,mit.primo.exlibrisgroup.com,,Book Title: Utilization of health information technology systems in Quality Improvement Methodologies at healthcare organizations in the United States: A retrospective study ISBN: 9781339666785,,,,,Biomedical engineering; Medical sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RA525W2C,thesis,2019,"Mayfield, Erin",Cumulative Impact and Equity Objectives in Energy Systems Modeling and Policy,,,,,https://kilthub.cmu.edu/articles/thesis/Cumulative_Impact_and_Equity_Objectives_in_Energy_Systems_Modeling_and_Policy/7808555/1,"Energy system development is driven by the complexity inherent in physical systems and the influence of a myriad of diverse, interacting stakeholders with heterogeneous preferences. Transforming energy systems entails balancing multiple and often conflicting societal objectives. This thesis presents new modeling approaches for energy systems planning and policy evaluation, with an emphasis on cumulative impacts, equity, and system heterogeneity. The application domain of this thesis is the U.S. natural gas system, although the analytical approaches and insight of this research are intended to extend to the broader domestic and global energy system.Chapter 2 adopts a traditional economic efficiency optimization approach, coupled with methane emissions and abatement cost simulations reflecting system heterogeneity, to evaluate and design system-wide and super emitter policies related to methane abatement in the U.S. transmission and storage system. We find that most emissions, given the existing suite of technologies, have the potential to be abated. We also demonstrate that there are high societal benefits from abatement policies, and minimal (if any) private costs under standard and tax instruments. Superemitter policies, which target the highest emitting facilities, may reduce the private cost burden and achieve high emission reductions, especially if emissions across facilities are highly skewed. However, detection across all facilities is necessary regardless of the policy option, and there are nontrivial societal benefits resulting from abatement of relatively low-emitting sources. Chapters 3 aims to develop and demonstrate a data-driven approach for characterizing systems-level cumulative impacts of current energy systems. Specifically, we comprehensively assess the spatially-and temporally-resolved air, climate, and employment impacts from extraction to end use and over the life of natural gas plays in the Appalachian basin from 2004 to 2016. Our approach highlights the attribution of impacts across the supply chain, the tradeoffs between near- and long-term impacts, and the evolution and accumulation of impacts over time with changing regulation, natural gas activity, and technological and operational efficiencies and practices. We show that short-lived air quality and employment impacts track with the boom-and-bust cycle, while climate impacts persist for generations well beyond the period of natural gas activity. We also find that employment effects are spatially concentrated in rural areas with thin labor markets where development is occurring, and more than half of cumulative premature mortality is within source emissions states. We show that most premature mortality is associated with end uses, while upstream and midstream segments also account for a substantial portion of impacts. With respect to climatechange impacts, the magnitude of methane emissions across the supply chain produces temperature impacts nearly equivalent to that of carbon dioxide over a 30-year time horizon, but over longer integration periods, the warming impact from carbon dioxide dominates. We estimate a tax on production of $2 per thousand cubic foot (+172%/-76%) would compensate for cumulative climate and air quality externalities across the supply chain.In Chapter 4, we develop a multiobjective optimization model incorporating cumulative impact objectives to facilitate future energy system planning. We develop natural gas system pathways by optimizing impacts with respect to sequential natural gas decisions regarding the timing and location of infrastructure and activity from extraction to end use. Environmental and employment objectives are conflicting if we follow a natural gas pathway consistent with the status quo; however, a collection siting, emissions abatement, and renewable integration policies may collectively resolve and reverse these conflicts.In Chapter 5, we develop and demonstrate an approach for evaluating the equity state of an energy system. We apply variants of standard methods and present new methods and metrics to quantify spatial, temporal, and distributional equity, leveraging impact estimates of the shale gas boom in the Appalachian basin from Chapter 3. We find that there are high temporal and spatial inequities with respect to cumulative air and employment impacts, and that spatial inequities are constant over time reflecting largely fixed infrastructure and consumption patterns. We also present indicators of temporal climate inequities, estimating that long-term global temperature impacts are 100 times that of near-term impacts. With respect to distributional equity of air quality impacts, we do not observe a disparity in mortality rates across sub-populations on the basis of income and poverty; however, there is a trend of increasing income corresponding to decreasing damages, which demonstrates the higher health burden of lower income communities. With respect to distributional equity of labor markets, we find statistically significant declines in the income disparity and poverty rates in producing counties. Pairwise comparisons of impacts reveal that changes in air and climate impacts are sensitive to changes in employment impacts.In Chapter 6, we develop future natural gas system pathways that optimize for the multiple dimensions of equity. We expand upon the multiobjective optimization model developed in Chapter 4, deriving objectives that instill different normative concepts of spatial, temporal, and distributional equity that apply to air, climate, and employment impacts. We find that there are inherent conflicts between different equity dimensions, as well as, between equity and cumulative impact objectives in a fossil-fuel dominated energy system. However, low-carbon technologies have the potential to reduce inequities.",3/6/19,5/20/25 15:52,5/20/25 15:52,5/20/25 15:28,,,,,,,,,,,,Carnegie Mellon University,,en,,thesis,,,kilthub.cmu.edu,,DOI: 10.1184/R1/7808555.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAE3BZGV,thesis,2014,"Mirakhorli, Abbas",A comparative study: Utilizing data mining techniques to classify traffic congestion status,,,,,https://www.proquest.com/docview/1629025862?pq-origsite=primo,"Performance measure is a process of evaluating and quantifying a system. Performance measure provides us with information about how good a system is working and how well the predefined goals are met. In order to analyze the performance of a transportation system, the traffic data such as speed, volume, occupancy and travel time of the system need to be collected. These data will generate valuable historical database that can be used to develop models to improve the quality of service of transportation system. The performance measures in transportation studies can be categorized to following main groups: Congestion, Mobility, Accessibility, Reliability, Safety and Environmental. Traffic congestion is one the important issues in any transportation system. Growing congestion in urban transportation network has enforced significant economic burdens to our current society. It causes waste of time, money, fuel and energy for the commuters and consequently impacting daily life of people in the society. Based on 2011 Congested Corridors Report presented by Texas A& M Transportation Institute, traffic congestion incurred $121 billion cost for drivers. Based on this report, 5.5 billion additional hours are wasted waiting in traffic in 2011. It means $818 additional fuel and time cost for each commuter. Being aware of the status of congestion in future can help, decision makers, intelligent systems and apps improve their accuracy and help commuters in their travel routing. To achieve these goals accurate traffic status classification techniques is required. Achieving higher accuracy is still one of the influential driving factor for research in this area. The objective of this thesis is to utilize data mining techniques to classify traffic status to congested or non-congested for some point of time in future based on historical traffic parameters (Vehicle Count, Occupancy, Speed). Moreover, to compare the performance of different data mining techniques on this problem. This dissertation examined several classification techniques including J48 Decision Tree, Artificial Neural Network, Support Vector machine, PART and K-Nearest Neighborhood to classify future traffic status to Congested or Non-congested. The one minute traffic data from I-15 Northbound from I-215 up to Desert Inn, Las Vegas, NV were used to run these experiments. Based on the comparison of these algorithms, the J48 algorithm has the best performance.",2014,5/22/25 18:31,5/22/25 18:31,5/22/25 18:31,,,,,,,A comparative study,,,,,ProQuest Dissertations & Theses,,eng,,,,,mit.primo.exlibrisgroup.com,,Book Title: A comparative study: Utilizing data mining techniques to classify traffic congestion status ISBN: 9781321357967,,,,,Information technology; Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAWYX6ZS,thesis,2012,"Alonso, Francisco J.; Massachusetts Institute of Technology Engineering Systems Division; Technology and Policy Program",Stakeholder value network analysis for the energy system of Saudi Arabia,,,,,,"Saudi Arabia is experiencing a considerable escalation in its consumption of electricity, provoked by economic progress and population increase. Such an escalation threatens the economic output of the Kingdom: more oil and gas are needed to produce electricity and thus less oil and gas available for international trade. Therefore, the Kingdom faces the challenge of looking to atomic and renewable energy as options to fill the electricity gap for the upcoming decades. In this thesis, One of the main challenges is that the energy sector is controlled by multiple stakeholders. We address such a challenge through Stakeholder Value Network Analysis. We provide a thorough characterization of the stakeholder network in terms of direct and indirect value exchange from the point of view of a focal organization: government. We quantify the value exchange in the network and provide a research grounded ranking of the most important stakeholders and the most important transactions of value throughout the network and directly linked to the Saudi government. Finally, we use such characterization and quantification of the stakeholder network to identify the mechanisms and tradeoffs that the government has to include regarding atomic and renewable energies in the production of electricity.",2012,5/22/25 18:24,5/22/25 18:24,,,,,,,,,,,,,"Massachusetts Institute of Technology, Engineering Systems Division",,eng,,,,,mit.primo.exlibrisgroup.com,THESIS Thesis ESD 2012 S.M.,Book Title: Stakeholder value network analysis for the energy system of Saudi Arabia,,,,,,,,,Massachusetts Institute of Technology Engineering Systems Division; Technology and Policy Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBRY3N3T,thesis,2009,"Mahmoud, Hisham A.",Advanced transceiver algorithms for OFDM(A) systems,,,,,https://www.proquest.com/docview/304996578?pq-origsite=primo,"With the increasing advancements in the digital technology, future wireless systems are promising to support higher data rates, higher mobile speeds, and wider coverage areas, among other features. While further technological developments allow systems to support higher computational complexity, lower power consumption, and employ larger memory units, other resources remain limited. One such resource, which is of great importance to wireless systems, is the available spectrum for radio communications. To be able to support high data rate wireless applications, there is a need for larger bandwidths in the spectrum. Since the spectrum cannot be expanded, studies have been concerned with fully utilizing the available spectrum. One approach to achieve this goal is to reuse the available spectrum through space, time, frequency, and code multiplexing techniques. Another approach is to optimize the transceiver design as to achieve the highest throughput over the used spectrum. From the physical layer perspective, there is a need for a highly flexible and efficient modulation technique to carry the communication signal. A multicarrier modulation technique known as orthogonal frequency division multiplexing (OFDM) is one example of such a technique. OFDM has been used in a number of current wireless standards such as wireless fidelity (WiFi) and worldwide interoperability for microwave access (WiMAX) standards by the Institute of Electrical and Electronics Engineers (IEEE), and has been proposed for future 4G technologies such as the long term evolution (LTE) and LTE-advanced standards by the 3rd Generation Partnership Project (3GPP), and the wireless world initiative new radio (WINNER) standard by the Information society technologies (IST). This is due to OFDM’s high spectral efficiency, resistance to narrow band interference, support for high data rates, adaptivity, and scalability. In this dissertation, OFDM and multiuser OFDM, also known as orthogonal frequency division multiple access (OFDMA), techniques are investigated as a candidate for advanced wireless systems. Features and requirements of future applications are discussed in detail, and OFDM’s ability to satisfy these requirements is investigated. We identify a number of challenges that when addressed can improve the performance and throughput of OFDM-based systems. The challenges are investigated over three stages. In the first stage, minimizing, or avoiding, the interference between multiple OFDMA users as well as adjacent systems is addressed. An efficient algorithm for OFDMA uplink synchronization that maintains the orthogonality between multiple users is proposed. For adjacent channel interference, a new spectrum shaping method is proposed that can reduce the out-of-band radiation of OFDM signals. Both methods increase the utilization of available spectrum and reduce interference between different users. In the second stage, the goal is to maximize the system throughput for a given available bandwidth. The OFDM system performance is considered under practical channel conditions, and the corresponding bit error rate (BER) expressions are derived. Based on these results, the optimum pilot insertion rate is investigated. In addition, a new pilot pattern that improves the system ability to estimate and equalize various radio frequency (RF) impairments is proposed. In the last stage, acquiring reliable measurements regarding the received signal is addressed. Error vector magnitude (EVM) is a common performance metric that is being used in many of today’s standards and measurement devices. Inferring the signal-to-noise ratio (SNR) from EVM measurements has been investigated for either high SNR values or data-aided systems. We show that using current methods does not yield reliable estimates of the SNR under other conditions. Thus, we consider the relation between EVM and SNR for nondata-aided systems. We provide expressions that allow for accurate SNR estimation under various practical channel conditions.",2009,5/22/25 18:22,5/22/25 18:22,5/22/25 18:21,,,,,,,,,,,,ProQuest Dissertations & Theses,,eng,,,,,mit.primo.exlibrisgroup.com,,Book Title: Advanced transceiver algorithms for OFDM(A) systems ISBN: 9781109622034,,,,,Electrical engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHBS9I5E,thesis,2020,"Klemun, Magdalena Maria; Massachusetts Institute of Technology Institute for Data, Systems",Effects of hardware and soft features on the performance evolution of low-carbon technologies,,,,,,"This dissertation studies how physical and non-physical features of low-carbon technologies evolve and influence performance evolution. This fundamental question about the role of hardware- and non-hardware ('soft') innovations in technological progress remains largely unanswered despite the societal importance of improved technology. Multiple low-carbon technologies exhibit rising shares of soft costs, and understanding their determinants is thus critical to support climate mitigation. However, building this understanding is challenging. Technologies evolve through multi-faceted knowledge-generating processes, in which both endogenous factors, such as a technology's design, and exogenous factors, such as policies and research, play roles. To capture this complexity, a new conceptual and quantitative model of technology performance evolution is developed, where performance change (e.g., cost change) is the outcome of changes in physical and non-physical ('soft') features ('variables'), both of which can affect the performance of hardware and processes needed to deploy technologies. While physical variables -- material usage ratios, efficiencies -- describe the tangible aspects of technologies, soft variables (e.g., task durations, wages) characterize the performance of intangibles, including deployment processes and services. In contrast to physical variables, soft variables can change after the factory gate due to locational differences in technology management or labor costs. By defining hardware and soft performance as functions of both hardware and soft variables, and separating their contributions to cost change when multiple variables change, this framework disentangles the effects of physical and non-physical forms of improvement at multiple conceptual levels -- from changes in hardware or soft features, to the specific physical and non-physical innovations that drive these changes, to the higher-order improvement processes in which many innovations originate (e.g., research and development). This approach addresses shortcomings in current methods to analyze and track cost change in technologies, which often treat the performance of hardware (e.g., equipment costs) and of deployment processes (e.g., soft costs) separately. However, features of hardware not only affect the cost of equipment, but also the cost of deploying this equipment, and accounting for such interdependencies can change assessments of the sources of past and future technology improvement ...",2020,5/22/25 18:17,5/22/25 18:17,,,,,,,,,,,,,"Massachusetts Institute of Technology, School of Engineering, Institute for Data, Systems, and Society",,eng,,,,,mit.primo.exlibrisgroup.com,THESIS Thesis IDSS 2020 Ph.D.,Book Title: Effects of hardware and soft features on the performance evolution of low-carbon technologies,,,,,,,,,"Massachusetts Institute of Technology Institute for Data, Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHHVCSFX,thesis,2016,"Ryan, Todd M.",Case-Studies in the Economics of Ancillary Services of Power Systems in Support of High Wind Penetrations,,,,,https://kilthub.cmu.edu/articles/thesis/Case-Studies_in_the_Economics_of_Ancillary_Services_of_Power_Systems_in_Support_of_High_Wind_Penetrations/6715058/1,"This thesis analyzes two potential means of mitigating the cost increase of ancillary services that is expected with the decarbonization of the U.S. electricity network. The first method, balancing area consolidation, addresses this cost rise by reducing the demand for ancillary services. This research quantifies the economic benefit of consolidation in the frequency regulation market by estimating the resulting reductions in frequency regulation requirements and cost. The results show that this policy leads to a reduction in frequency regulation cost of approximately $0.1 per MWh of total load. These results do not significantly change with the inclusion of 20% wind, suggesting that in the near term, wind’s interaction in the frequency regulation market is not a prime motivation for consolidation. This analysis does not consider all the benefits or costs of BA consolidation, and is not meant as an assessment of net-benefits. Though the results show consolidation could lead to an increase in emissions of some air pollutants, which suggest that there may be significant trade-offs associated with the decision to consolidate balancing areas. The second means of addressing the expected increase in ancillary services costs is to increase the supply of ancillary services by leveraging residential demand response. We developed methods that optimally schedule ancillary service capacity on demand response resources while accounting for the risk of customer response fatigue. The model is used to test the efficacy of hourly caps on demand response penetration in ancillary service markets. The results show that residential demand response could provide a significant portion of the total ancillary service requirements attributable to residential loads: between 50% and 75%. Hourly caps on demand response participation are shown to be economically inefficient. With a 25% market cap, residential demand response is scheduled to 6 provide 25% of the hourly total market value, while the risked-based optimization schedules residential demand response to provide 82% of the total value. Methods like the ones presented in this paper, that can appropriately weight the benefits and risks of committing residential demand response will be critical to efficiently and effectively use this resource for ancillary services.",4/1/16,5/20/25 15:34,5/20/25 15:34,5/20/25 15:25,,,,,,,,,,,,Carnegie Mellon University,,en,,thesis,,,kilthub.cmu.edu,,DOI: 10.1184/R1/6715058.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHVMX2P2,thesis,2018,"Hanus, Nichole",An Engineering and Behavioral Sciences Approach to Understand and Inform Energy Efficiency and Renewable Energy Decision-Making,,,,,https://kilthub.cmu.edu/articles/thesis/An_Engineering_and_Behavioral_Sciences_Approach_to_Understand_and_Inform_Energy_Efficiency_and_Renewable_Energy_Decision-Making/7218389/1,"In 2017, approximately 62% of electricity generated in the United Sates (U.S.) came from coal and natural gas sources, while only 8% came from wind and solar energy sources. This heavily fossil fuel dependent generation mix contributes to approximately 30% of total U.S. greenhouse gas emissions. Energy efficiency (EE) and renewable energy (RE) are two ways to reduce the carbon footprint of our electricity sector. This dissertation addresses the decision-making behavior of actors in and across the commercial, residential and educational sectors on the adoption of EE and RE technologies in the U.S. This work characterizes the barriers and motivations to adoption as well as the associated health and environmental benefits from offsetting electricity generated by fossil fuel power plants.In Chapter 2, I employ an interview study to explore the behavioral and social factors in commercial building energy efficiency investment decision-making and to clarify the distinction between influences related to Economics/Technology and Psychology/Context. I find heterogeneity among interviewed experts and owners/managers regarding the value of corporate social responsibility (CSR). I also find that the relationship between owners/managers and their building engineering team heavily influences decision-making. Finally, the interviews reveal potentially promising new concepts related to psychological and social influences in the EE investment decision domain.Chapter 3 focuses on the residential sector and details findings from two studies evaluating the effect of a clean energy campaign on civic engagement (e.g. signing a petition) among parents already taking advocacy actions (i.e. advocacy sample) and those who aren’t (i.e. public sample). Among our public sample, I find that participants who believe the campaign to be credible and comprehendible are more likely to take action than those who discredit the campaign or do not understand its message. Additionally, I find parents who have children under the age of 18 negatively adjust their attitudes towards fossil fuels after being presented with health information.Finally, in Chapter 4, I focus on the educational sector and employ a benefit-cost analysis (BCA) to determine which states in the U.S. will benefit most from installing solar photovoltaic (PV) on their educational facilities and which PV projects are financially feasible. I find that solar PV in U.S. educational institutions can provide 100 TWh of electricity services annually, meeting 75% of these buildings current electricity consumption. The provision of electricity services from rooftop solar PV on educational institutions can reduce environmental, health and climate change damages by roughly $4 billion per year.Discussed in Chapter 5 are this work’s contribution to the literature and the policy implications regarding the adoption of EE and RE among various actors revealed in Chapters 2 through 4. For instance, findings from Chapter 2 suggest that policy makers should consider non-economic factors related to EE adoption, such as the relationship between owners and building engineers. In Chapter 3, I learn that campaigns can inspire civic engagement among residential consumers if campaign materials are perceived credible and advocacy actions seem effective. In Chapter 4, results detail which regions in the U.S. stand to benefit the most from installing PV on their educational buildings and provides a baseline analysis for efficient incentive design.",8/10/18,5/20/25 15:34,5/20/25 15:43,5/20/25 15:31,,,,,,,,,,,,Carnegie Mellon University,,en,,thesis,,,kilthub.cmu.edu,,DOI: 10.1184/R1/7218389.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI2CCB5X,thesis,2009,"Mahmoud, Hisham A.",Advanced transceiver algorithms for OFDM(A) systems,,,,,https://www.proquest.com/docview/304996578?pq-origsite=primo,"With the increasing advancements in the digital technology, future wireless systems are promising to support higher data rates, higher mobile speeds, and wider coverage areas, among other features. While further technological developments allow systems to support higher computational complexity, lower power consumption, and employ larger memory units, other resources remain limited. One such resource, which is of great importance to wireless systems, is the available spectrum for radio communications. To be able to support high data rate wireless applications, there is a need for larger bandwidths in the spectrum. Since the spectrum cannot be expanded, studies have been concerned with fully utilizing the available spectrum. One approach to achieve this goal is to reuse the available spectrum through space, time, frequency, and code multiplexing techniques. Another approach is to optimize the transceiver design as to achieve the highest throughput over the used spectrum. From the physical layer perspective, there is a need for a highly flexible and efficient modulation technique to carry the communication signal. A multicarrier modulation technique known as orthogonal frequency division multiplexing (OFDM) is one example of such a technique. OFDM has been used in a number of current wireless standards such as wireless fidelity (WiFi) and worldwide interoperability for microwave access (WiMAX) standards by the Institute of Electrical and Electronics Engineers (IEEE), and has been proposed for future 4G technologies such as the long term evolution (LTE) and LTE-advanced standards by the 3rd Generation Partnership Project (3GPP), and the wireless world initiative new radio (WINNER) standard by the Information society technologies (IST). This is due to OFDM’s high spectral efficiency, resistance to narrow band interference, support for high data rates, adaptivity, and scalability. In this dissertation, OFDM and multiuser OFDM, also known as orthogonal frequency division multiple access (OFDMA), techniques are investigated as a candidate for advanced wireless systems. Features and requirements of future applications are discussed in detail, and OFDM’s ability to satisfy these requirements is investigated. We identify a number of challenges that when addressed can improve the performance and throughput of OFDM-based systems. The challenges are investigated over three stages. In the first stage, minimizing, or avoiding, the interference between multiple OFDMA users as well as adjacent systems is addressed. An efficient algorithm for OFDMA uplink synchronization that maintains the orthogonality between multiple users is proposed. For adjacent channel interference, a new spectrum shaping method is proposed that can reduce the out-of-band radiation of OFDM signals. Both methods increase the utilization of available spectrum and reduce interference between different users. In the second stage, the goal is to maximize the system throughput for a given available bandwidth. The OFDM system performance is considered under practical channel conditions, and the corresponding bit error rate (BER) expressions are derived. Based on these results, the optimum pilot insertion rate is investigated. In addition, a new pilot pattern that improves the system ability to estimate and equalize various radio frequency (RF) impairments is proposed. In the last stage, acquiring reliable measurements regarding the received signal is addressed. Error vector magnitude (EVM) is a common performance metric that is being used in many of today’s standards and measurement devices. Inferring the signal-to-noise ratio (SNR) from EVM measurements has been investigated for either high SNR values or data-aided systems. We show that using current methods does not yield reliable estimates of the SNR under other conditions. Thus, we consider the relation between EVM and SNR for nondata-aided systems. We provide expressions that allow for accurate SNR estimation under various practical channel conditions.",2009,5/22/25 18:26,5/22/25 18:26,5/22/25 18:26,,,,,,,,,,,,ProQuest Dissertations & Theses,,eng,,,,,mit.primo.exlibrisgroup.com,,Book Title: Advanced transceiver algorithms for OFDM(A) systems ISBN: 9781109622034,,,,,Electrical engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIMPSBXJ,thesis,2012,"Salamanca, Juan",Designing Smart Artifacts for Adaptive Mediation of Social Viscosity: Triadic Actor-Network Enactments as a Basis for Interaction Design,,,,,https://www.proquest.com/docview/1372291746?pq-origsite=primo,"With the advent of ubiquitous computing, interaction design has broadened its object of inquiry into how smart computational artifacts inconspicuously act in people's everyday lives. Although user-centered design approaches remains useful for exploring how people cope with interactive systems, they cannot explain how this new breed of artifacts participates in people's sociality. User-centered design approach assumes that humans control interactive systems, disregarding the agency of smart artifacts. Based on Actor-Network Theory, this research recognizes that artifacts and humans share the capacity of influencing society and meshing with each other, constituting hybrid social actors. From that standpoint, the research offers a triadic structure of networked social interaction as a methodological basis to investigate how smart devices perceive their social setting and adaptively mediate people's interactions within activities. These triadic units of analysis account for the interactions within and between human-nonhuman collectives in the actor-network. The ""within interactions"" are those that hold together humans and smart artifacts inside a collective and put forward the collective's assembled meaning for other actors in the network. The ""between interactions"" are those that occur among collectives and characterize the dominant relational model of the actor-network. This triadic approach was modeled and used to analyze the interactions of participants in three empirical studies of social activities with communal goals, each mediated by a smart artifact that enacted--signified--a balanced distribution of obligations and privileges among subjects. Overall, the studies found that actor-networks exhibit a social viscosity that hinders people's interactions. This is because when people try to collectively accomplish goals, they offer resistance to one another. The studies also show that the intervention of smart artifacts can facilitate the achievement of cooperative and collaborative interaction between actors when the artifacts enact the dominant moral principles which prompt the ""preservation of social balance,"" enhance the network's ""information integrity,"" and are located at the ""focus of activity."" The articulation of Actor-Network Theory principles with interaction design methods opens up the traditional user-artifact dyad towards triadic collective enactments by embracing diverse kinds of participants and practices, thus facilitating the design of enhanced sociality. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2012,5/22/25 18:26,5/22/25 18:26,5/22/25 18:26,,,,,,,Designing Smart Artifacts for Adaptive Mediation of Social Viscosity,,,,,ProQuest LLC,,eng,,,,,mit.primo.exlibrisgroup.com,,Book Title: Designing Smart Artifacts for Adaptive Mediation of Social Viscosity: Triadic Actor-Network Enactments as a Basis for Interaction Design ISBN: 9781303100413 ISSN: 0419-4209 Issue: 9 Volume: 74,,,,,Computer networks; Cooperation; Design; Ethics; Human-machine systems; Information science; Information technology; Organizational sociology; Social networks; Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIRNFDVD,thesis,2012,"Lotrecchiano, Gaetano Romano",Social Mechanisms of Team Science: A Descriptive Case Study Using a Multilevel Systems Perspective Employing Reciprocating Structuration Theory,,,,,https://www.proquest.com/docview/992950947?pq-origsite=primo,"Though accepted that ""team science is needed to tackle and conquer the health problems that are plaguing our society"" (Disis & Slattery, 2010, p. 1) significant empirical evidence of team mechanisms and functional dynamics is still lacking in abundance. Through a social constructivist worldview (Creswell, 2007) this case study uses a grounded multilevel mixed methods (Borner, et al., 2010) approach to determine social mechanisms of cross-disciplinary teams (CDTs) observing a National Institutes of Health-funded research network. Observations, interviews, focus groups and through the use of the Organizational Culture Assessment Instrument (OCAI) (Cameron and Quinn, 2006) data were collected and analyzed using qualitative coding to inform a micro/meso level of analysis between February 2010 and December 2011. Aim 1 sets out to determine social structuring mechanisms in CDTs. It searched for the dynamics that are at the core of team collaboration by focusing on descriptive elements found in team interactions on the individual, group, and network levels (Hedström & Swedberg, 1998). Aim 2 determines how social mechanisms emerge in a transdisciplinary team. As transdisciplinarity (TD) is an unlikely constant state in social systems, it may at times be a novel outcome of team science collaborations. At other times it may be dormant to lesser multi- and interdisciplinary functions embedded within group interactions (Klein, 2008). Through theoretical and emergent coding and graphical mapping of present and preferred change perceptions of those charged with crossing disciplinary and social boundaries the answer to how these mechanism emerge has been achieved. Findings show strong evidence of role and discipline perceptual differences that when analyzed separately provide differing insights into team functioning. When role and discipline were considered simultaneously, certain value-latent characteristics emerged as part of individual's self-perception of one's contribution to team functioning. Four main social mechanisms were identified: change, kinship, tension, and heritage. These contain identifiable team dynamics that serve as core evidence for specific team dynamics that support CDTs. This micro/meso analysis suggests that individual participation in team interactions can inform the structuration of individual role and disciplinary perceptions of macro level problems.",2012,5/22/25 18:31,5/22/25 18:31,5/22/25 18:31,,,,,,,Social Mechanisms of Team Science,,,,,ProQuest Dissertations & Theses,,eng,,,,,mit.primo.exlibrisgroup.com,,Book Title: Social Mechanisms of Team Science: A Descriptive Case Study Using a Multilevel Systems Perspective Employing Reciprocating Structuration Theory ISBN: 9781267258205 ISSN: 0419-4209 Issue: 7 Volume: 73,,,,,Boundaries; Cooperation; Kinship; Medical sciences; Participation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
